Title,Acronym,DblpSeries,has CORE2023 Rank,Field,field_of_research_1,field_of_research_2,field_of_research_3
"Verification, Model Checking and Abstract Interpretation",VMCAI,vmcai,B,"Software engineering, , ",Software engineering,,
Visual Analytics,EuroVA,N/A,C,"Human-centred computing, , ",Human-centred computing,,
Visual Information Communication and Interaction,VINCI,vinci,C,"Human-centred computing, , ",Human-centred computing,,
Visualization In Science and Education,GRC,N/A,National: USA,"Human-centred computing, , ",Human-centred computing,,
Web and Big Data,APWEB,apweb,C,"Data management and data science, , ",Data management and data science,,
Winter Simulation Conference,WSC,wsc,C,"Artificial intelligence, , ",Artificial intelligence,,
Workshop in Information Security Theory and Practices,WISTP,wistp,C,"Cybersecurity and privacy, , ",Cybersecurity and privacy,,
Workshop on Algorithm Engineering and Experiments,ALENEX,alenex,A,"Theory of computation, , ",Theory of computation,,
"Workshop on Algorithmic Approaches for Transportation Modelling, Optimization, and Systems",ATMOS,atmos,C,"Theory of computation, Applied computing, ",Theory of computation,Applied computing,
Workshop on Algorithms And Models For The Web Graph,WAW,waw,C,"Theory of computation, , ",Theory of computation,,
Workshop on Algorithms in Bioinformatics,WABI,wabi,C,"Applied computing, , ",Applied computing,,
Workshop on Applications of Graph Theory in Wireless Ad hoc Networks and Sensor Networks,Graph-hoc,N/A,C,"Distributed computing and systems software, , ",Distributed computing and systems software,,
Workshop on Approximation and Online Algorithms,WAOA,waoa,B,"Theory of computation, , ",Theory of computation,,
Workshop on Computational Optimization,WCO,N/A,C,"Theory of computation, , ",Theory of computation,,
Workshop on Computer Architecture Education,WCAE,wcae,National: USA,"Human-centred computing, , ",Human-centred computing,,
Workshop on Constraint Satisfaction for Planning and Scheduling,COPLAS,N/A,C,"Artificial intelligence, , ",Artificial intelligence,,
Workshop on Cryptographic Hardware and Embedded Systems,CHES,ches,A,"Cybersecurity and privacy, , ",Cybersecurity and privacy,,
Workshop on Domain Specific Modelling,DSM,N/A,C,"Software engineering, , ",Software engineering,,
Workshop on Fault Diagnosis and Tolerance in Cryptography,FDTC,fdtc,C,"Cybersecurity and privacy, , ",Cybersecurity and privacy,,
Workshop on Formal Techniques for Java-like Programs,FTfJP,N/A,C,"Software engineering, , ",Software engineering,,
Workshop on Job Scheduling Strategies for Parallel Processing,JSSPP,jsspp,C,"Distributed computing and systems software, , ",Distributed computing and systems software,,
"Workshop on Logic, Language, Information and Computation",WoLLIC,wollic,C,"Theory of computation, , ",Theory of computation,,
Workshop on Mobile Computing Systems and Applications,HOTMOBILE,wmcsa,National: USA,"Distributed computing and systems software, , ",Distributed computing and systems software,,
Workshop on Programming Languages and Operating Systems,PLOS,N/A,C,"Distributed computing and systems software, Software engineering, ",Distributed computing and systems software,Software engineering,
Workshop on the Arithmetic of Finite Fields,WAIFI,waifi,C,"Theory of computation, , ",Theory of computation,,
"World Conference on Educational Multimedia, Hypermedia and Telecommunications",ED-MEDIA,N/A,C,"Applied computing, , ",Applied computing,,
World Conference on Information Systems and Technologies,WorldCIST,worldcist,C,"Information and Computing Sciences, , ",Information and Computing Sciences,,
"World Congress in Computer Science, Computer Engineering, and Applied Computing",WORLDCOMP,N/A,National: USA,"Information and Computing Sciences, , ",Information and Computing Sciences,,
"World Multi-Conference on Systemics, Cybernetics and Informatics",WMSCI,N/A,National: USA,"Information and Computing Sciences, , ",Information and Computing Sciences,,
